game_len
28
61
21
20
14
32
26
22
20
39
23
21
14
48
20
37
14
32
10
17
39
36
61
27
93
11
20
42
36
31
11
32
22
13
20
102
55
63
24
39
19
12
44
11
39
45
12
49
67
14
9
13
39
11
75
73
67
10
35
55
21
18
39
20
7
36
11
11
16
28
5
13
58
57
76
9
20
20
33
28
20
26
29
13
37
9
13
26
51
20
34
16
21
49
39
15
33
82
28
30
16
13
14
26
40
37
18
27
20
15
40
104
43
11
20
12
26
56
70
45
29
31
60
25
39
25
26
185
36
21
17
25
13
24
12
15
179
24
20
18
32
8
16
24
66
16
42
76
28
27
11
17
11
13
51
26
11
22
40
37
22
17
26
14
20
14
14
22
9
11
200
28
33
20
27
40
5
35
19
9
25
7
37
21
14
59
17
19
68
14
30
19
13
11
20
40
58
19
13
44
33
15
25
21
22
24
39
19
32
20
33
20
47
51
40
14
11
24
13
20
10
26
31
24
26
25
157
14
16
37
32
20
20
13
23
43
18
30
29
65
26
30
36
33
24
9
13
32
25
13
22
19
21
39
14
26
20
20
62
12
18
44
12
20
11
53
20
31
30
10
42
26
90
11
22
8
16
43
28
20
21
20
19
11
33
20
25
42
37
35
92
20
32
19
29
37
32
18
21
11
15
13
39
11
21
32
21
43
10
37
34
11
15
41
37
11
17
30
31
57
39
85
22
11
21
13
11
12
21
17
37
34
65
87
19
21
19
15
16
12
20
20
13
25
21
8
85
31
18
76
5
20
20
9
20
37
14
30
30
39
23
28
24
36
21
19
21
12
20
21
15
18
20
93
11
12
15
29
14
21
47
47
20
24
29
37
46
23
14
29
43
20
12
23
21
25
21
59
14
39
37
37
59
19
14
39
26
20
19
16
28
20
30
43
133
10
29
20
26
15
16
191
32
20
25
36
20
19
24
33
12
27
54
14
17
19
52
77
20
36
23
29
19
53
15
43
12
20
35
47
30
21
14
32
20
48
11
22
85
20
30
13
37
16
23
28
19
13
60
32
12
35
29
55
24
44
35
21
19
20
11
16
19
34
51
25
31
37
20
19
17
20
20
20
11
12
52
23
14
10
20
14
15
31
18
11
22
23
25
84
52
34
21
13
37
105
14
24
25
113
30
24
9
38
14
9
21
20
24
46
48
22
30
68
31
50
15
11
11
16
47
39
64
11
70
22
22
19
20
21
39
15
24
24
11
13
9
25
11
37
13
44
26
16
14
37
28
36
32
50
42
30
39
37
40
25
74
20
37
11
20
26
64
13
28
55
11
11
7
19
20
71
23
50
54
30
33
22
20
21
24
34
13
12
25
19
36
20
19
12
58
17
18
20
37
24
39
35
43
18
42
39
20
43
48
13
20
60
28
21
31
15
55
24
21
25
8
35
34
15
9
24
14
13
30
23
28
42
33
11
24
29
33
20
19
20
32
14
14
47
11
20
29
38
13
18
24
40
256
25
35
26
11
28
18
22
18
14
12
25
32
25
20
12
101
55
20
21
86
37
13
14
17
37
20
37
13
13
13
21
20
16
31
11
89
37
21
36
23
9
44
14
18
29
24
17
39
27
19
20
50
45
23
42
23
54
184
14
18
58
21
30
27
33
15
15
29
13
65
63
21
14
40
256
25
13
14
11
17
42
25
23
20
43
57
37
13
30
12
41
22
19
11
26
29
17
24
19
47
25
50
34
44
43
20
14
25
30
150
31
13
19
93
53
30
20
14
32
34
20
13
20
20
48
74
35
23
20
21
38
20
35
44
143
38
46
11
21
24
15
51
43
20
20
24
13
40
20
16
20
22
33
38
37
21
37
26
21
46
20
47
9
20
21
55
21
12
21
23
44
21
42
37
17
15
11
20
38
21
34
25
9
256
11
13
24
21
26
49
41
29
22
9
44
11
24
28
38
23
9
20
21
15
42
11
29
75
26
15
24
20
22
54
15
46
16
20
24
14
20
29
20
21
37
85
20
20
42
20
109
11
42
14
22
16
12
20
22
11
42
13
15
45
24
23
24
17
11
9
15
23
34
37
22
28
22
28
62
35
39
13
20
7
30
22
15
26
15
64
44
36
26
18
26
27
35
11
20
37
15
60
18
158
21
13
49
23
14
97
20
18
20
16
55
30
16
22
13
31
14
22
45
13
20
37
47
11
30
41
41
13
25
13
20
40
28
36
20
24
20
20
31
55
45
20
21
32
21
15
38
