game_len
20
33
23
13
29
17
44
18
22
34
12
22
11
21
29
9
30
22
16
33
21
36
23
36
14
50
11
66
38
9
8
15
156
51
20
153
20
14
20
11
25
43
23
30
17
25
14
14
14
25
18
20
10
19
10
36
37
25
10
25
22
20
55
20
20
37
37
15
10
19
17
20
15
37
46
19
25
50
28
31
20
25
32
24
20
26
36
68
24
37
11
26
60
47
23
9
39
99
43
16
20
54
10
20
13
13
20
64
11
16
28
29
20
9
15
17
51
20
15
23
38
69
21
19
20
9
12
9
38
13
29
44
20
13
12
15
32
18
14
11
9
24
26
53
43
89
30
12
35
35
43
20
21
39
20
42
20
256
58
12
20
184
14
84
93
10
20
18
41
23
13
7
11
21
37
23
23
21
53
29
18
26
20
35
20
21
48
20
111
11
93
23
24
28
35
176
18
45
30
20
45
5
14
39
20
41
21
20
13
26
63
112
49
46
39
20
47
33
11
15
29
43
55
25
29
10
58
13
15
13
38
15
23
24
215
29
7
23
24
121
20
11
16
20
20
20
26
9
12
60
13
14
25
15
20
26
20
11
43
24
35
30
27
15
23
18
20
29
20
33
46
30
93
22
22
11
94
24
39
13
70
18
13
23
57
56
20
45
25
28
29
20
15
24
29
25
26
44
27
19
24
9
21
19
28
21
61
14
41
26
12
27
31
79
21
45
10
20
16
34
25
32
19
23
11
11
22
57
24
36
9
11
31
11
15
16
13
25
31
11
37
14
26
12
64
56
23
58
18
21
38
50
25
9
28
256
24
13
42
42
48
49
21
21
15
78
22
14
28
16
39
28
23
138
41
9
86
108
16
5
38
22
11
20
5
82
19
25
22
50
34
47
19
13
51
20
29
20
13
24
40
256
57
11
20
21
37
30
41
8
35
20
55
12
14
20
14
20
14
20
20
20
13
20
17
9
13
28
47
47
22
27
32
24
11
20
13
18
15
16
36
21
11
63
23
23
53
9
20
14
13
11
30
15
220
21
21
30
35
21
20
25
25
12
24
30
21
14
60
256
48
21
21
37
19
14
7
35
13
20
21
73
26
40
19
24
19
13
39
25
7
21
42
69
35
43
29
43
20
24
37
13
20
42
48
17
14
20
30
32
36
51
16
31
11
47
61
15
37
11
39
39
17
67
73
12
45
17
10
18
15
20
31
11
52
23
49
38
42
37
28
30
115
24
16
9
73
20
27
13
20
7
5
15
19
20
15
53
11
24
34
22
14
18
19
24
23
15
14
37
20
53
28
15
52
42
24
65
16
24
24
27
19
27
28
27
58
19
24
22
32
12
20
30
27
13
32
19
13
21
29
15
23
16
63
58
25
43
11
75
20
188
45
54
21
29
11
79
13
13
8
35
36
83
22
22
55
27
30
24
66
43
25
13
61
30
12
24
9
21
19
56
37
38
17
28
7
22
9
33
37
15
39
16
20
41
20
14
25
20
88
20
35
52
36
13
41
256
44
20
12
19
45
40
22
23
25
32
20
11
10
39
45
11
15
13
41
56
25
72
13
23
52
40
27
62
44
20
37
20
78
38
19
26
12
19
7
35
21
29
20
11
20
24
29
46
23
22
14
22
21
20
19
30
42
14
26
20
61
23
18
37
20
28
11
13
27
18
21
19
12
20
59
20
32
20
46
28
35
20
73
7
21
15
21
7
20
14
58
51
7
11
37
13
20
20
25
26
15
40
29
20
71
20
12
20
39
24
23
29
80
20
23
16
21
47
20
29
16
25
40
70
26
15
20
24
20
12
20
19
27
24
20
29
20
23
37
32
34
14
47
47
18
24
27
29
25
256
37
22
11
13
37
26
10
26
21
34
13
23
20
15
58
43
15
55
11
30
23
22
20
13
25
20
39
14
15
26
35
55
39
20
29
16
71
14
23
16
25
20
24
47
20
11
51
47
13
61
26
12
11
13
57
18
17
18
12
21
31
21
26
11
57
42
23
21
24
58
28
59
22
24
20
47
13
9
31
25
15
42
7
25
9
21
31
20
23
50
9
14
43
39
45
56
20
23
20
18
42
13
14
37
20
20
43
12
37
21
